"presence","AAB_2021","EVI_2021","LSTd_2021","LSTn_2021","SR_2021","TSF_2021"
0,0,0.216541725983982,23.3612961482423,9.02728723240217,0.0759310945043973,19.3917236328125
0,0,0.21975297230105,23.5257077115013,8.67242525055222,0.0679879996760601,11.3035448234396
0,0,0.211627010702206,23.3991917974949,8.06029381701936,0.0646046278396876,7.8886176555042
0,0,0.290003309566446,20.7238507943386,6.76878999490747,0.100619481813548,9.83594371443029
1,0,0.28903024608168,20.9931752045537,6.78927433007878,0.0942896524884683,9.83942043104379
0,0,0.274130238355903,21.0507062906515,6.98489443701911,0.0963290554275394,9.83941647171596
0,0,0.268613755298584,21.4806916262036,6.99774245992709,0.0803022651533014,9.97689051099661
0,0,0.267230015913546,21.8830311660187,6.87875430309641,0.0746184729574178,13.9493790880808
0,0,0.232853659175705,23.6685934309828,9.19583205331182,0.0945985492476623,2.29465100924546
0,0,0.312737100359011,23.677935280818,9.0410690675635,0.067969280121812,2.284912109375
0,0,0.282013759804873,22.9219249167399,9.08178203875612,0.0618115586732623,23
0,0,0.206000814942203,23.0080966260838,9.13928817304884,0.0900315425636361,19.3891836752545
0,0,0.233269601635057,23.8384063407497,8.77704707659966,0.0922828218480635,13.3361130291068
0,0,0.196541322317882,24.5180428802181,8.17589640540979,0.0993873182494983,1.31736296952106
0,0,0.200279639690953,25.4832265963199,7.716258169828,0.0983161500801384,1.3177490234375
0,0,0.231818807461064,25.809434981713,7.43222591954737,0.0892474332263533,1.36055643938007
0,0,0.278283051017419,21.2258410838806,7.26571587334783,0.091765624317867,9.83785802065767
1,0,0.308650549331767,21.316616255875,6.90112872333357,0.0989068037216747,9.83971334749757
0,0,0.288873996117865,21.4787302604811,6.77177660951075,0.0972006895586197,9.8382984541327
1,0,0.279843507468037,21.4988988415984,6.96491373187572,0.0780561922339495,9.84119540131391
0,0,0.273852064471014,21.8138557512332,7.03219240183676,0.0721321537708566,12.4560483664142
0,0,0.342168744759875,22.4094642942265,9.20154966998578,0.0853346065111289,2.28622340406284
0,0,0.308754475000602,22.6717240953958,8.99613399339152,0.0851022416221881,2.284912109375
0,0,0.274608758148418,22.4474703709334,9.0671032157282,0.0792011815467754,23
0,0,0.2330564048746,22.7598486967843,9.18744504440021,0.0830849271977982,23
0,0,0.280755102464375,23.7272579598047,8.93655876100273,0.0895605672267032,8.86090853946948
0,0,0.256443249493793,24.6586421818676,8.58041667291572,0.100289775636783,1.3177490234375
0,0,0.257682876294249,25.5691868013171,8.39210995597408,0.100203878166738,1.3177490234375
0,0,0.259500614802537,25.9181933775509,8.31312020555392,0.0991527047803726,3.93364563002205
0,0,0.224191135904695,24.7847862362059,8.19219962956187,0.0798717303025719,10.225477734514
0,0,0.235171064983728,23.2446960661554,6.76899531113938,0.0816693701825566,7.39636309652018
0,0,0.252394688707266,24.2142555588748,6.68754935209581,0.0879864719748265,8.40372817529756
0,0,0.26793197550744,24.4624126329201,6.83514701832317,0.0814124701302947,9.89305409633311
0,0,0.255120334154616,23.9360112980687,7.24865532998168,0.0789147106153653,8.31956434620927
0,0,0.278680007771117,21.6149565277827,7.65101151968184,0.0915151144901753,9.83769204603083
1,0,0.280446138299126,21.6769115108812,7.2858504228399,0.0969365731953842,9.83792494477029
0,0,0.275090928819285,21.6198265736218,7.13095195092421,0.0961967512309625,9.83837890625
0,0,0.250083460802993,21.7246191558958,7.21733424541384,0.0811358237237986,10.232899741
0,0,0.271362862442471,21.602206488947,7.24054121461363,0.0737942170734486,11.4462240913177
0,0,0.273780546704267,20.3791063062193,8.41706699739346,0.0547441139624219,15.662157281597
0,0,0.261570434866435,19.62305023843,8.11320831793044,0.0525300712596504,15.6629638671875
0,0,0.321638305734618,21.679792909285,8.99153640811247,0.0727952711158428,23
0,0,0.276230237568206,21.9963341034577,8.80085886380178,0.081117541100079,11.3863525390625
0,0,0.269295030308057,22.3504705317612,8.99760299652924,0.0747847991294911,11.3924365677595
0,0,0.274292931559141,22.6157384802233,9.1392507681121,0.0696408646269187,23
0,0,0.316551172073797,23.0371354279066,9.1111997537492,0.0806853518512464,8.58755043359569
0,0,0.247558522343529,24.1858331502962,9.02189384784476,0.0911318176085116,3.53413809930298
0,0,0.255571985017134,25.3372983817097,9.05394452169068,0.106426887999302,1.31845199030965
0,0,0.250053823632426,25.5743565969124,9.0944408883779,0.0959953319290975,5.59817972883863
0,0,0.22464231920763,24.8296721086567,9.02465253397397,0.0929395473403326,10.2332595774308
0,0,0.275363756114036,23.7360740436016,8.98991542744103,0.0692988857201852,10.2313776209215
0,0,0.3129496555612,22.8480904487235,6.76662753836824,0.0913897965698574,23
0,0,0.325830416821559,23.5595166778516,6.59113860843157,0.0967651857606205,10.243896484375
0,0,0.295411085044219,24.1974503282008,6.56248435435682,0.10777848230857,10.2430923423733
0,0,0.281498866526564,24.4949946855727,6.73417955993059,0.0991092890778406,10.2301025390625
0,0,0.252932481017457,24.183870435556,7.12026245473732,0.0931585548317817,8.31987128645436
1,0,0.248139639181984,21.9342779200184,8.20102993548553,0.0912201485037617,10.5868193055862
0,0,0.234384490018118,21.9690860241541,7.90615371133922,0.0831070102152853,11.7042298435612
1,0,0.267500722539949,22.0760257438799,7.75426931339308,0.0871356553440319,11.5194420485898
0,0,0.241525096455105,22.3512613489952,7.5005170947861,0.0866526681559778,12.7120388610349
1,0,0.258825077926569,22.2637434176371,7.37790682434726,0.0805373584243999,11.8408998174053
0,0,0.264675954977134,21.7256074811537,7.54923816096487,0.0713440614368229,11.6585577477647
0,0,0.265751179898444,21.7371321483069,8.4309468843458,0.0586458002458926,15.6629638671875
0,0,0.284663561103775,20.7599414373436,8.3872083123712,0.0479543495595466,23
0,0,0.260603586713731,19.9770562537294,8.36096471619629,0.0455729121862598,23
0,0,0.233833033936774,19.9077728034043,8.35559136331445,0.0499707101804033,23
0,0,0.307920472923769,21.3978500451036,8.96645709918746,0.0600499434596064,23
0,0,0.274492058985034,21.6894403101316,8.78644716451083,0.0650841311088787,11.3863525390625
0,0,0.313587520521839,22.090410400331,8.89140160741051,0.0703793171806412,11.3914715281793
0,0,0.264036350028702,22.2522763416487,9.16503952288898,0.0615496847320726,11.3917236328125
0,0,0.247421065684312,22.5169164390153,9.26030278702072,0.06905239326404,9.80583572322245
0,0,0.209558258904984,23.9309228851522,9.21945623357029,0.100498084314458,2.06834095106464
0,0,0.302445228913719,25.3712203703974,9.18385862733792,0.0994158465008136,3.08612668102125
0,0,0.294588691900388,25.4506077832083,9.25536760944638,0.0967205498538151,8.58853843212531
0,0,0.305809891755206,24.6145080320571,9.39511547497408,0.0731228808930974,10.2326213203871
0,0,0.283866152328733,23.4772842673503,9.37413924848016,0.0654379615057584,10.2301025390625
0,0,0.329696478092314,21.6392674496891,8.4489931026646,0.0686348155985752,23
0,0,0.314100142662336,21.5191264573085,7.99381835451108,0.0711516978760633,23
0,0,0.297082811493679,21.4046189060723,7.55624647195271,0.0751727440298233,6.778076171875
0,0,0.289224070018473,21.9603552695212,7.10411511019187,0.0861584728179926,6.778076171875
0,0,0.286280441418351,23.1291404584048,6.72128662812642,0.105298331682668,23
0,0,0.300816074302102,23.9658350676006,6.54306391424693,0.110729272356438,23
0,0,0.354399290652798,24.2477430254075,6.67560717095532,0.10428497477732,23
0,0,0.301987999369435,24.1198909217858,7.13074224257791,0.110279877062687,23
0,0,0.267080914363415,23.7170569904506,7.44571132250864,0.083306266232298,8.320556640625
0,0,0.302256183272637,23.052280668195,7.54270219688099,0.0708603840254954,12.7186193602961
0,0,0.228203432551166,22.0707745529081,8.43611307008239,0.0710267050589193,11.8085184427417
1,0,0.231544399522816,22.4766866829376,8.24997051028503,0.0852443473098328,13.4430724048951
0,0,0.204900198265715,22.6616950997057,8.336304534011,0.0767836310372838,12.7725830078125
1,0,0.239024071357077,22.8089160998515,8.35821822633136,0.0856377424378819,12.7858365573562
0,0,0.239169087764606,23.1311559903444,8.13668359075779,0.0905579978520054,12.8708721678842
1,0,0.277733083379206,23.1897723186022,7.90138401610578,0.0816105852792874,12.8737025576749
0,0,0.262676803216986,22.6386311300485,7.96304200270143,0.0740273071090943,7.50055609077353
0,0,0.278119282193157,22.8675155285398,7.87059247483035,0.0716892038334085,23
1,0,0.240860300213014,22.8681131635123,7.84825106707362,0.0670049102297427,23
0,0,0.245300261805337,22.2930187776011,8.21350823851424,0.0595408820537259,23
1,0,0.272338205334466,21.5761075082345,8.48575697734679,0.0513317458157017,23
0,0,0.298276418055316,20.8008353630635,8.74818306182127,0.0500704273291774,23
0,0,0.283239795613309,20.4244194105526,8.78869347796685,0.0395398334540505,23
0,0,0.235432830515688,20.7113890818053,8.64633945553116,0.0449891547119249,23
0,0,0.299681405313216,21.3571963961047,9.10441008596481,0.0545099476858221,4.70083094055034
0,0,0.272677384020233,21.5933000443518,8.86464214857497,0.0699114165821038,4.6986083984375
0,0,0.334701686792143,22.1185744912221,8.89368819307388,0.072722420065117,11.3917236328125
0,0,0.285096267646858,22.1184648636521,9.15507018086468,0.0570504350139971,23
0,0,0.263203656925978,22.207001334215,9.20739509899617,0.0659869769342638,10.243896484375
0,0,0.203865680162865,23.4813515459697,9.22112196926489,0.0892205296804536,1.32730376538235
0,0,0.221148026140905,25.2156547414228,9.13729236283633,0.0888732675488975,1.315100471183
0,0,0.239768528877491,25.6384347557885,9.31586828148028,0.0907547940148588,2.15061624995768
0,0,0.268056264936364,24.5752780023259,9.52938407175176,0.0719768056514473,10.23291015625
0,0,0.267389713084496,23.048814621873,9.37077372433089,0.0649510002892832,23
1,0,0.239932504565609,22.0115569823857,9.02983329085497,0.0631153905507476,23
0,0,0.249165893330999,21.546478511261,8.37674588620395,0.0586486142022949,23
0,0,0.263648218570967,21.4509884125758,8.20831004813666,0.0702752615602904,23
0,0,0.287413291387875,21.5165696224851,7.86895016196047,0.0665603555322409,6.78538167515025
0,0,0.303693377415131,21.7454295322439,7.63277854484398,0.0693572405429597,6.78171217910915
0,0,0.312164273991616,22.1385797871893,7.35477569810064,0.0930918582235895,6.78076171875
0,0,0.342597577394151,22.8202976914125,7.28822433253414,0.0960313264481137,23
0,0,0.353410826254032,23.2214449672749,7.49457553160039,0.0802399485975266,23
0,0,0.360513745646803,23.1181069431813,7.73596917633447,0.0737860533732388,9.78076171875
0,0,0.288539590765057,22.6686514064514,7.87024584929551,0.0688828833137575,9.79664099480924
