"x","y","bio_3","bio_9","bio_8","bio_2","bio_19","bio_18","bio_15"
-5.79166666666667,42.625,38.6216506958008,18.5375003814697,4.35016679763794,10.8190832138062,245,115,31.1109256744385
-5.70833333333333,42.5416666666667,38.7219696044922,19.7189998626709,4.98799991607666,11.2057504653931,197,96,31.2334365844727
-5.375,42.5416666666667,38.6933631896973,19.363166809082,5.3071665763855,10.6971664428711,171,89,30.1145076751709
-5.20833333333333,42.5416666666667,38.364688873291,19.1259994506836,4.87766647338867,10.7259998321533,175,94,29.7036018371582
-5.70833333333333,42.4583333333333,39.1231269836426,19.5990009307861,5.21866655349731,10.9400005340576,199,92,32.5627365112305
-5.625,42.4583333333333,38.5863227844238,20.0591659545898,5.45383358001709,11.1518335342407,182,88,31.7450733184814
-5.45833333333333,42.4583333333333,39.2602081298828,19.4056663513184,5.54449987411499,10.7200002670288,170,83,31.4652976989746
-5.375,42.4583333333333,38.4921760559082,19.7708339691162,5.43533325195312,10.8078336715698,167,86,30.6715488433838
-5.20833333333333,42.4583333333333,38.1702919006348,19.3928337097168,4.9830002784729,10.7770004272461,167,90,30.1599578857422
-4.79166666666667,42.4583333333333,39.0906219482422,18.554666519165,4.73449993133545,10.7866668701172,160,90,30.5074996948242
-5.625,42.375,39.03125,19.6900005340576,5.48766660690308,10.9744167327881,187,85,33.5180206298828
-5.375,42.375,38.3005180358887,19.962833404541,5.3803334236145,10.9324998855591,167,84,31.5204372406006
-5.20833333333333,42.375,38.2126426696777,19.7196674346924,5.22033309936523,10.8649997711182,161,86,30.7315769195557
-5.125,42.375,38.4675483703613,19.7030010223389,5.30283308029175,10.9151668548584,157,85,30.7830448150635
-4.875,42.375,38.7473945617676,19.041166305542,7.65016651153564,10.9004163742065,152,74,30.5587844848633
-4.79166666666667,42.375,38.844898223877,19.1124992370605,7.70816659927368,10.9888334274292,149,73,30.3662414550781
-5.45833333333333,42.2916666666667,38.3969078063965,19.8994998931885,5.43066692352295,10.8916664123535,173,82,32.7819175720215
-5.375,42.2916666666667,38.1381645202637,19.9491672515869,5.29899978637695,10.9364995956421,168,85,31.2863235473633
-5.29166666666667,42.2916666666667,38.1493492126465,20.013500213623,5.44199991226196,10.8859167098999,161,82,31.4781188964844
-5.20833333333333,42.2916666666667,38.4084167480469,19.8999996185303,5.43433332443237,10.8872499465942,157,81,31.9945182800293
-5.125,42.2916666666667,38.7517547607422,19.843334197998,5.47116661071777,10.9578332901001,152,82,31.3324394226074
-4.79166666666667,42.2916666666667,38.9656219482422,19.445333480835,7.85183334350586,11.1718330383301,142,68,30.569860458374
-3.70833333333333,42.2916666666667,40.1778221130371,19.2078342437744,12.7801666259766,11.6286668777466,137,78,28.9526348114014
-5.625,42.2083333333333,39.4924201965332,19.7468338012695,5.59950017929077,11.0950002670288,193,83,34.8269577026367
-5.45833333333333,42.2083333333333,38.4716720581055,19.9740009307861,5.45633316040039,10.9525003433228,175,80,33.6298980712891
-5.375,42.2083333333333,38.5058975219727,20.070333480835,5.50633335113525,11.0119161605835,168,81,32.6545600891113
-5.20833333333333,42.2083333333333,39.1201591491699,19.9890003204346,5.54566669464111,11.1453332901001,155,79,32.0788536071777
-5.125,42.2083333333333,39.3175392150879,19.9636669158936,8.33750057220459,11.2361669540405,149,68,31.7288227081299
-4.79166666666667,42.2083333333333,39.0617294311523,19.783332824707,8.07666683197021,11.3501663208008,131,60,32.0069618225098
-4.04166666666667,42.2083333333333,40.4410934448242,19.5933322906494,7.97983312606812,11.8379163742065,128,65,29.5431041717529
-5.95833333333333,42.125,38.7467460632324,19.632999420166,5.30166673660278,11.1079168319702,253,89,39.4011726379395
-5.625,42.125,39.1404075622559,20.0318336486816,5.68149995803833,11.1785001754761,197,80,35.705867767334
-5.45833333333333,42.125,38.7736434936523,20.0868339538574,5.64349985122681,11.0279998779297,176,79,34.0503807067871
-5.375,42.125,39.0906410217285,20.1146659851074,5.66099977493286,11.140832901001,168,77,33.7486991882324
-5.20833333333333,42.125,39.3969383239746,20.1634998321533,5.6526665687561,11.3474998474121,154,67,32.7720222473145
-5.125,42.125,39.1595420837402,20.0023326873779,5.48716688156128,11.2693328857422,149,66,32.6905212402344
-4.70833333333333,42.125,39.4689979553223,19.7875003814697,8.22433280944824,11.4132499694824,121,77,33.0603866577148
-4.625,42.125,39.2149963378906,19.7968330383301,8.13150024414062,11.4405832290649,117,78,33.5101890563965
-3.875,42.125,40.1927795410156,19.7081661224365,13.2633333206177,11.9396667480469,120,76,28.8471183776855
-3.79166666666667,42.125,39.830394744873,19.6093330383301,13.0861663818359,11.8125,122,67,28.7346382141113
-6.04166666666667,42.0416666666667,39.3337249755859,19.7223339080811,5.426833152771,11.3623332977295,267,87,41.5023803710938
-5.625,42.0416666666667,39.7476615905762,19.7668342590332,5.84483337402344,11.0709161758423,200,78,36.8683166503906
-4.875,42.0416666666667,39.5987091064453,20.0224990844727,8.25650024414062,11.589750289917,130,57,33.2592697143555
-4.70833333333333,42.0416666666667,39.7145462036133,20.0808334350586,8.32783317565918,11.7285003662109,115,74,34.410213470459
-4.04166666666667,42.0416666666667,39.7146415710449,19.5983333587646,7.73916673660278,11.7765827178955,119,75,30.4451999664307
-3.875,42.0416666666667,40.0743064880371,19.7430000305176,13.253999710083,11.9729995727539,116,73,29.2864170074463
-3.79166666666667,42.0416666666667,39.7943725585938,19.6830005645752,13.1923332214355,11.8439998626709,115,73,28.856273651123
-6.625,41.9583333333333,38.3976860046387,18.8383331298828,5.13299989700317,10.6311664581299,317,89,46.3035011291504
-6.54166666666667,41.9583333333333,37.6116905212402,18.4654998779297,4.76983308792114,10.2988328933716,316,92,45.3179016113281
-5.45833333333333,41.9583333333333,38.8580703735352,20.2563323974609,5.73233318328857,11.2078332901001,179,70,35.6309661865234
-5.125,41.9583333333333,39.6937789916992,20.0101661682129,5.45499992370605,11.493332862854,147,66,32.5240211486816
-4.95833333333333,41.9583333333333,39.909049987793,20.0249996185303,8.31483268737793,11.5991668701172,135,62,32.0629348754883
-4.875,41.9583333333333,39.6561241149902,20.1483325958252,8.31616687774658,11.712833404541,129,57,33.2807273864746
-4.625,41.9583333333333,39.3660850524902,19.8743324279785,13.2513332366943,11.8310832977295,117,53,34.0302581787109
-3.875,41.9583333333333,39.719539642334,19.6193332672119,7.52299976348877,11.9742498397827,117,73,29.4382400512695
-6.875,41.875,38.7094764709473,18.6908340454102,5.60050010681152,10.320333480835,361,98,48.4242095947266
-5.70833333333333,41.875,39.5664253234863,19.8125,5.885666847229,11.0679168701172,219,77,39.224494934082
